SEDE,FACULTAD,NOMBRE_MUNI_VIVE,PROGRAMA,PROB_RIESGO,DECIL_RIESGO
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SANTA ROSA DE OSOS,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0194,1
STAFEANT,FACULTAD NACIONAL DE SALUD PUBLICA,SANTAFE DE ANTIOQUIA,ADMINISTRACION EN SALUD - SANTA FE,0.0194,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0194,1
STAFEANT,FACULTAD DE ARTES,GIRALDO,GESTION CULTURAL - SANTA FE DE ANTIOQUIA,0.0193,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,APARTADO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0192,1
APARTADO,ESCUELA INTERAMERICANA DE BIBLIOTECOLOGIA,TURBO,ARCHIVISTICA - APARTADO,0.0192,1
P-BERRIO,FACULTAD NACIONAL DE SALUD PUBLICA,PUERTO BERRIO,ADMINISTRACION AMBIENTAL Y SANITARIA-PUERTO BERRIO,0.0192,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,CAUCASIA,ADMINISTRACION EN SALUD-CAUCASIA,0.0192,1
STAFEANT,FACULTAD NACIONAL DE SALUD PUBLICA,SANTAFE DE ANTIOQUIA,ADMINISTRACION EN SALUD - SANTA FE,0.0192,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0192,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0191,1
ANDES,FACULTAD NACIONAL DE SALUD PUBLICA,SALGAR,ADMINISTRACION AMBIENTAL Y SANITARIA- ANDES,0.0191,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0191,1
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA-CV,0.0191,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0191,1
CARMENVI,FACULTAD DE EDUCACION,LA UNION,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.0191,1
CARMENVI,ESCUELA DE NUTRICION Y DIETETICA,MARINILLA,NUTRICION Y DIETETICA - CARMEN DE VIBORAL,0.019,1
ANDES,ESCUELA DE MICROBIOLOGIA,ANDES,MICROBIOLOGIA INDUSTRIAL Y AMBIENTAL-ANDES,0.019,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.019,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,EL BAGRE,ADMINISTRACION EN SALUD-CAUCASIA,0.019,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,CAUCASIA,ADMINISTRACION EN SALUD-CAUCASIA,0.0189,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0189,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,EL BAGRE,ADMINISTRACION EN SALUD-CAUCASIA,0.0189,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0189,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CAREPA,ADMINISTRACION EN SALUD - APARTADO,0.0187,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CAREPA,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0187,1
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,EL CARMEN DE VIBORAL,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.0187,1
CARMENVI,FACULTAD DE EDUCACION,EL PENOL,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.0187,1
CAUCASIA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAUCASIA,DERECHO - CAUCASIA,0.0187,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CAREPA,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0187,1
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN EDUCACION INFANTIL-CARMEN DE VIBORAL,0.0187,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,ADMINISTRACION EN SALUD - APARTADO,0.0186,1
CARMENVI,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,LA CEJA,PSICOLOGIA - CARMEN DE VIBORAL,0.0186,1
CARMENVI,FACULTAD DE ARTES,RETIRO,GESTION CULTURAL - CARMEN DE VIBORAL,0.0185,1
CARMENVI,FACULTAD DE MEDICINA,LA CEJA,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0185,1
P-BERRIO,FACULTAD NACIONAL DE SALUD PUBLICA,PUERTO BERRIO,ADMINISTRACION AMBIENTAL Y SANITARIA-PUERTO BERRIO,0.0184,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0184,1
CARMENVI,FACULTAD DE MEDICINA,EL CARMEN DE VIBORAL,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0184,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0182,1
APARTADO,FACULTAD DE ARTES,TURBO,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0182,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0182,1
CARMENVI,FACULTAD DE ARTES,EL CARMEN DE VIBORAL,LICENCIATURA EN ARTES PLASTICAS - CARMEN DE VIBORAL,0.0181,1
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,APARTADO,CONTADURIA PUBLICA- URABA (APARTADO),0.018,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,APARTADO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.018,1
ANDES,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,ANDES,DERECHO - ANDES,0.018,1
TURBO,FACULTAD DE COMUNICACIONES Y FILOLOGIA,TURBO,COMUNICACION SOCIAL - PERIODISMO TURBO,0.0179,1
STAFEANT,FACULTAD NACIONAL DE SALUD PUBLICA,SABANETA,ADMINISTRACION EN SALUD - SANTA FE,0.0179,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,TURBO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0179,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0179,1
CARMENVI,ESCUELA INTERAMERICANA DE BIBLIOTECOLOGIA,LA CEJA,ARCHIVISTICA -CARMEN DE VIBORAL,0.0178,1
CARMENVI,FACULTAD DE MEDICINA,RIONEGRO,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0178,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,TURBO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0178,1
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,BELLO,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.0177,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,CAUCASIA,ADMINISTRACION EN SALUD-CAUCASIA,0.0177,1
ANDES,FACULTAD NACIONAL DE SALUD PUBLICA,ANDES,ADMINISTRACION AMBIENTAL Y SANITARIA- ANDES,0.0177,1
CAUCASIA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CAUCASIA,LICENCIATURA EN EDUCACION FISICA - CAUCASIA,0.0177,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0176,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,ADMINISTRACION EN SALUD - APARTADO,0.0175,1
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,CAREPA,CONTADURIA PUBLICA- URABA (APARTADO),0.0175,1
CARMENVI,INSTITUTO DE FILOSOFIA,RIONEGRO,LICENCIATURA EN FILOSOFIA - CARMEN DE VIBORAL,0.0174,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,MACEO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0174,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,ADMINISTRACION EN SALUD - APARTADO,0.0174,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0174,1
CARMENVI,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,ITAGUI,PSICOLOGIA - CARMEN DE VIBORAL,0.0173,1
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,TURBO,CONTADURIA PUBLICA- URABA (APARTADO),0.0173,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,SAN PEDRO DE URABA,TRABAJO SOCIAL-URABA (APARTADO),0.0173,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.0173,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.0172,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0172,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0172,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,HISPANIA,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0172,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,JARDIN,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0172,1
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,RIONEGRO,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.0172,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0172,1
CARMENVI,ESCUELA DE NUTRICION Y DIETETICA,RIONEGRO,NUTRICION Y DIETETICA - CARMEN DE VIBORAL,0.0172,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,ANDES,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0172,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0172,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CIUDAD BOLIVAR,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0171,1
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,EL CARMEN DE VIBORAL,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.0171,1
CARMENVI,FACULTAD DE EDUCACION,MEDELLIN,LICENCIATURA EN EDUCACION ESPECIAL - CARMEN DE VIBORAL,0.017,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,CAUCASIA,ADMINISTRACION EN SALUD-CAUCASIA,0.017,1
CARMENVI,FACULTAD DE MEDICINA,RETIRO,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0168,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CHIGORODO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0168,1
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,APARTADO,CONTADURIA PUBLICA- URABA (APARTADO),0.0168,1
APARTADO,FACULTAD DE ARTES,CHIGORODO,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0167,1
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,APARTADO,GESTION EN ECOLOGIA Y TURISMO - APARTADO,0.0167,1
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,PASTO,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.0167,1
CARMENVI,FACULTAD DE ARTES,LA UNION,GESTION CULTURAL - CARMEN DE VIBORAL,0.0166,1
P-BERRIO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,PUERTO BERRIO,PSICOLOGIA - PUERTO BERRIO,0.0166,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CIUDAD BOLIVAR,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0165,1
APARTADO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA CIVIL-APARTADO,0.0165,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,ADMINISTRACION EN SALUD - APARTADO,0.0165,1
APARTADO,FACULTAD DE INGENIERIA,TURBO,INGENIERIA CIVIL-APARTADO,0.0165,1
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,LA CEJA,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.0165,1
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,LA UNION,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.0165,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.0165,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0165,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,ADMINISTRACION EN SALUD - APARTADO,0.0164,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,CAREPA,DERECHO - CAREPA,0.0164,1
CARMENVI,ESCUELA DE NUTRICION Y DIETETICA,EL CARMEN DE VIBORAL,NUTRICION Y DIETETICA - CARMEN DE VIBORAL,0.0163,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0163,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,ADMINISTRACION EN SALUD - APARTADO,0.0163,1
CAUCASIA,FACULTAD NACIONAL DE SALUD PUBLICA,MONTELIBANO,ADMINISTRACION EN SALUD-CAUCASIA,0.0162,1
STAFEANT,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SANTAFE DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA - SANTA FE DE ANTIOQUIA,0.0161,1
STAFEANT,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,DABEIBA,LICENCIATURA EN EDUCACION FISICA - SANTA FE DE ANTIOQUIA,0.0161,1
CARMENVI,FACULTAD DE ARTES,EL CARMEN DE VIBORAL,GESTION CULTURAL - CARMEN DE VIBORAL,0.016,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,TURBO,DERECHO - CAREPA,0.016,1
CARMENVI,ESCUELA DE NUTRICION Y DIETETICA,LA CEJA,NUTRICION Y DIETETICA - CARMEN DE VIBORAL,0.016,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,ADMINISTRACION EN SALUD - APARTADO,0.0159,1
CARMENVI,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,RETIRO,PSICOLOGIA - CARMEN DE VIBORAL,0.0159,1
CARMENVI,INSTITUTO DE FILOSOFIA,EL CARMEN DE VIBORAL,LICENCIATURA EN FILOSOFIA - CARMEN DE VIBORAL,0.0158,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0158,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0158,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0158,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,APARTADO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0158,1
APARTADO,FACULTAD DE ARTES,CAREPA,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0158,1
CARMENVI,FACULTAD DE EDUCACION,EL CARMEN DE VIBORAL,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA-CV,0.0157,1
CARMENVI,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,LA UNION,LICENCIATURA EN EDUCACION FISICA - CARMEN DE VIBORAL,0.0157,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0157,1
CARMENVI,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,GUARNE,PSICOLOGIA - CARMEN DE VIBORAL,0.0157,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,APARTADO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0156,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,APARTADO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0155,1
CAUCASIA,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,AYAPEL,PSICOLOGIA - CAUCASIA,0.0155,1
CARMENVI,FACULTAD DE MEDICINA,MEDELLIN,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0154,1
APARTADO,FACULTAD DE ARTES,APARTADO,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0154,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0154,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,APARTADO,ADMINISTRACION EN SALUD - APARTADO,0.0153,1
CARMENVI,INSTITUTO DE FILOSOFIA,CONCEPCION,LICENCIATURA EN FILOSOFIA - CARMEN DE VIBORAL,0.0153,1
STAFEANT,FACULTAD NACIONAL DE SALUD PUBLICA,SANTAFE DE ANTIOQUIA,ADMINISTRACION EN SALUD - SANTA FE,0.0152,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,APARTADO,DERECHO - CAREPA,0.0152,1
CARMENVI,FACULTAD DE MEDICINA,SAN VICENTE,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0152,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,APARTADO,DERECHO - CAREPA,0.0152,1
APARTADO,FACULTAD DE ARTES,APARTADO,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0151,1
APARTADO,FACULTAD DE ARTES,APARTADO,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0151,1
CARMENVI,FACULTAD DE MEDICINA,LA CEJA,TECNOLOGIA EN ATENCION PREHOSPITALARIA- CARMEN DE VIBORAL,0.0151,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,APARTADO,DERECHO - CAREPA,0.015,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0149,1
STAFEANT,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CANASGORDAS,LICENCIATURA EN EDUCACION FISICA - SANTA FE DE ANTIOQUIA,0.0149,1
CARMENVI,FACULTAD DE EDUCACION,RIONEGRO,LICENCIATURA EN CIENCIAS NATURALES-CARMEN DE VIBORAL,0.0149,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.0147,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0146,1
P-BERRIO,FACULTAD NACIONAL DE SALUD PUBLICA,PUERTO BERRIO,ADMINISTRACION AMBIENTAL Y SANITARIA-PUERTO BERRIO,0.0146,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,APARTADO,TRABAJO SOCIAL-URABA (APARTADO),0.0145,1
APARTADO,FACULTAD DE CIENCIAS ECONOMICAS,CHIGORODO,CONTADURIA PUBLICA- URABA (APARTADO),0.0145,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CARACOLI,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0145,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.0145,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0144,1
CARMENVI,ESCUELA DE NUTRICION Y DIETETICA,EL CARMEN DE VIBORAL,NUTRICION Y DIETETICA - CARMEN DE VIBORAL,0.0144,1
APARTADO,FACULTAD DE ARTES,CHIGORODO,LICENCIATURA EN DANZA -APARTADO,0.0144,1
CARMENVI,FACULTAD NACIONAL DE SALUD PUBLICA,ENVIGADO,ADMINISTRACION AMBIENTAL Y SANITARIA-CARMEN DE VIBORAL,0.0144,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,ADMINISTRACION EN SALUD - APARTADO,0.0143,1
APARTADO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,TURBO,TRABAJO SOCIAL-URABA (APARTADO),0.0143,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,BELLO,DERECHO - CAREPA,0.0142,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.0142,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,CHIGORODO,ADMINISTRACION EN SALUD - APARTADO,0.0142,1
P-BERRIO,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,MACEO,PSICOLOGIA - PUERTO BERRIO,0.0142,1
P-BERRIO,ESCUELA INTERAMERICANA DE BIBLIOTECOLOGIA,PUERTO BERRIO,ARCHIVISTICA - PUERTO BERRIO,0.0141,1
APARTADO,FACULTAD NACIONAL DE SALUD PUBLICA,TURBO,GERENCIA EN SISTEMAS DE INFORMACION EN SALUD - APARTADO,0.0141,1
CAUCASIA,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,CAUCASIA,PSICOLOGIA - CAUCASIA,0.014,1
CARMENVI,FACULTAD DE EDUCACION,ABEJORRAL,LICENCIATURA EN CIENCIAS SOCIALES-CARMEN DE VIBORAL,0.014,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CHIGORODO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0139,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0137,1
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,EL CARMEN DE VIBORAL,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.0137,1
CARMENVI,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,RIONEGRO,PSICOLOGIA - CARMEN DE VIBORAL,0.0136,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,ARBOLETES,DERECHO - CAREPA,0.0136,1
CARMENVI,ESCUELA DE NUTRICION Y DIETETICA,RIONEGRO,NUTRICION Y DIETETICA - CARMEN DE VIBORAL,0.0136,1
APARTADO,ESCUELA INTERAMERICANA DE BIBLIOTECOLOGIA,APARTADO,ARCHIVISTICA - APARTADO,0.0136,1
CARMENVI,FACULTAD NACIONAL DE SALUD PUBLICA,LA CEJA,ADMINISTRACION AMBIENTAL Y SANITARIA-CARMEN DE VIBORAL,0.0136,1
APARTADO,FACULTAD DE ARTES,APARTADO,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0135,1
P-BERRIO,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,PUERTO BERRIO,LICENCIATURA EN EDUCACION FISICA - PUERTO BERRIO,0.0134,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0134,1
P-BERRIO,FACULTAD NACIONAL DE SALUD PUBLICA,PUERTO BERRIO,ADMINISTRACION AMBIENTAL Y SANITARIA-PUERTO BERRIO,0.0134,1
APARTADO,FACULTAD DE ARTES,MEDELLIN,LICENCIATURA EN ARTES PLASTICAS-APARTADO,0.0133,1
CARMENVI,FACULTAD DE EDUCACION,EL PENOL,LICENCIATURA EN CIENCIAS SOCIALES-CARMEN DE VIBORAL,0.0132,1
YARUMAL,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,YARUMAL,LICENCIATURA EN EDUCACION FISICA - YARUMAL,0.0132,1
ANDES,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,JARDIN,LICENCIATURA EN EDUCACION FISICA - ANDES,0.0131,1
CAREPA,FACULTAD DE DERECHO Y CIENCIAS POLITICAS,APARTADO,DERECHO - CAREPA,0.0131,1
CAREPA,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,CHIGORODO,LICENCIATURA EN EDUCACION FISICA - CAREPA,0.0131,1
YARUMAL,FACULTAD NACIONAL DE SALUD PUBLICA,YARUMAL,ADMINISTRACION EN SALUD-YARUMAL,0.013,1
CARMENVI,FACULTAD DE CIENCIAS SOCIALES Y HUMANAS,CACERES,PSICOLOGIA - CARMEN DE VIBORAL,0.0129,1
STAFEANT,INSTITUTO UNIVERSITARIO DE EDUCACION FISICA Y DEPORTES,SANTAFE DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA - SANTA FE DE ANTIOQUIA,0.0129,1
CARMENVI,FACULTAD DE CIENCIAS FARMACEUTICAS Y ALIMENTARIAS,MEDELLIN,CIENCIAS CULINARIAS - CARMEN DE VIBORAL,0.0129,1
